beat,block,tract,knox_sum
735,6715003020,671500,3.20143153949
1622,1104003016,110400,0.764073226545
733,6814003013,681400,13.5999384908
323,6910001003,691000,1.98015954784
412,4802002009,480200,0.894202898565
331,4301011003,430101,8.95534367219
2211,7401004004,740100,0.0
412,4802002001,480200,1.5912408093
733,6814003014,681400,13.3732356218
1122,2315005023,231500,3.19028982679
624,4401011002,440101,9.12656535467
522,5302002006,530200,1.06668277362
624,4401011004,440101,10.2922081304
631,4401011007,440101,10.0835952498
1631,1708001000,170800,0.0
822,6303002023,630300,2.03900091743
513,4909011004,490901,8.06434931212
513,4909011005,490901,8.06434931212
513,4909011006,490901,8.10896508257
834,7002004009,700200,1.0010947168
834,7002004008,700200,0.98656610126
2012,309003005,30900,0.0
1123,2714001012,271400,0.851744186042
133,3504001003,350400,0.798780487805
832,6610004017,661000,6.30002642156
1512,2520001004,252000,0.0
423,4603023000,460302,1.02991296229
423,4603023002,460302,0.962105180658
812,6403004033,640300,1.04413472706
533,5401011019,540101,0.0
1624,1502005005,150200,3.27021401724
433,5206001001,520600,0.0
511,4908004009,490800,9.95712901375
511,4908004008,490800,11.5830861739
1034,8413003009,841300,0.0
631,4401024001,440102,10.6716967407
511,4908004005,490800,10.7656139587
935,8356001009,835600,0.0
114,3201004007,320100,0.0
121,8419001004,841900,0.0
1932,628002005,62800,0.0
1024,3008001008,300800,2.00391777595
332,4303002010,430300,5.0311333632
332,4303003010,430300,5.04515695756
413,4804001019,480400,1.1993006993
824,8350003002,835000,0.0
1622,1101004001,110100,0.0
424,4602001009,460200,0.0
832,6609002017,660900,5.87778786799
423,4603013009,460301,0.0
1633,1507003001,150700,3.37871580409
324,4304002011,430400,1.98207010679
921,5806002007,580600,3.03573476495
423,4603013001,460301,0.0
832,6609002018,660900,5.61430054732
732,6813002000,681300,6.20044857105
612,7108005002,710800,2.99530215948
732,6813002005,681300,9.46738833064
932,6117003013,611700,2.00241117128
313,4204001005,420400,8.36168974545
235,4204001003,420400,6.35729544529
1212,2424002006,242400,8.95024878649
1014,8414002019,841400,0.0
932,6117003010,611700,1.04352112676
1024,8414002010,841400,2.0
231,4005001013,400500,0.84429400387
225,4005001012,400500,0.9435261708
225,4005001011,400500,1.88434591149
1511,2513001014,251300,2.63053250073
232,4005001015,400500,1.925935554
1631,1705003009,170500,0.899684666929
1431,2215001022,221500,1.82371128063
2011,402021014,40202,3.17199732775
321,4207003004,420700,11.3132346186
2512,1906011002,190601,0.0
713,6708001006,670800,8.22945072222
632,4401021011,440102,9.13322644243
632,4401021012,440102,10.0418858987
2532,2507003000,250700,3.37754062565
1932,706001007,70600,0.0
113,8391001102,839100,0.0
512,4909024009,490902,10.0364743797
1932,705003005,70500,0.0
324,4305002010,430500,5.87676567124
723,6809001010,680900,1.0247875354
512,4909024005,490902,11.5880695443
2515,1906023019,190602,2.04519387497
2411,202004001,20200,0.0
2514,1906022014,190602,0.0
2514,1906022016,190602,0.0
1122,2608001002,260800,0.995145631065
2515,1906023016,190602,2.05374902756
1522,2521021000,252102,2.7706120352
522,5302002021,530200,1.06668277362
815,5601001047,560100,0.92771274913
1915,8307001000,830700,4.09006219658
424,4601004002,460100,0.0
1214,8330001074,833000,3.1313740216
1224,8330001073,833000,1.87377007718
812,6405002024,640500,0.0
735,6720003007,672000,3.18587982627
421,4313012002,431301,10.5660558806
1613,1005005037,100500,0.0
815,5705001013,570500,7.82328799505
833,6503012012,650301,0.990261754128
421,4313012009,431301,8.10092019481
334,4314001001,431400,3.87600952287
2232,7306003009,730600,2.9857899914
333,4305001004,430500,6.60857200193
334,4314001004,431400,6.91778836873
1623,1105021018,110502,2.29728774345
1222,8371002039,837100,3.25925144916
2232,7306003007,730600,3.9099070304
2232,7306003006,730600,3.9099070304
432,5201001066,520100,1.11776129943
914,6004002000,600400,2.41443642477
835,7001002047,700100,1.00803826807
835,7001002042,700100,1.09744053415
1024,3008002000,300800,1.86391777594
434,8388001007,838800,3.22941176472
1533,2522022006,252202,3.09443228229
632,4403002021,440300,2.24638595463
1621,1201001013,120100,0.0
1624,1505023008,150502,1.92479956246
233,4106001006,410600,4.00109168669
1623,1502004029,150200,2.18514395655
1621,1201001015,120100,0.0
2525,2209011000,220901,2.03585289025
2011,207011013,20701,0.0
811,5611005011,561100,0.0
1935,701031001,70103,0.0
612,7103001022,710300,3.92802869589
1812,711002012,71100,0.525
612,7103001028,710300,3.92802869589
332,4302003008,430200,9.97774467235
1131,2605001034,260500,3.20643117458
814,5602001012,560200,0.0
1131,2605001032,260500,3.09929858901
614,7112001023,711200,1.99005360456
831,6608005007,660800,1.97034505058
1711,1303003031,130300,2.04662214867
1621,1204001023,120400,0.676470588228
1621,1204001020,120400,0.0
234,4108001001,410800,4.12918109211
414,8342001006,834200,0.95352323838
414,8342001007,834200,0.95352323838
1633,1702001001,170200,1.0922623786
2512,8315002011,831500,0.897425249171
412,4503001050,450300,3.63717550291
2521,1902004009,190200,3.02723556348
726,6713003002,671300,4.08638659239
1611,902003006,90200,1.82375085558
2521,1902004004,190200,0.955294448086
1611,902003003,90200,1.15708418891
923,6304003013,630400,1.05096566523
1434,8324002014,832400,2.72506033402
1424,2414002013,241400,7.92823944514
2521,1902001011,190200,1.08363970588
124,8419002004,841900,0.0
524,5304001021,530400,0.926702395964
524,5304001025,530400,0.807069745298
2513,2505001013,250500,0.0
613,7107003011,710700,2.8425133026
1915,314003003,31400,4.83505090503
431,5103001008,510300,1.59556451613
2413,208021012,20802,0.986906131111
2532,2503001016,250300,1.37566997764
2413,208021014,20802,0.986906131111
2532,2503001014,250300,1.37566997764
823,6606005004,660600,5.19524888858
2534,2306002002,230600,2.40418521351
914,8402001008,840200,1.11627906978
513,4909011012,490901,6.17167940178
513,4909011011,490901,8.19117981056
925,6108001034,610800,1.10105263158
1111,2517001025,251700,0.996352583587
1123,2714001003,271400,0.835674157305
914,8401001003,840100,2.58186432472
914,8401001007,840100,2.21164989449
1711,1303004007,130300,1.11334144363
1711,1303004002,130300,0.984297236996
2535,2307004003,230700,1.66509433962
432,5203003019,520300,0.0
2535,2307004008,230700,0.0
715,6705001056,670500,0.0
111,8391001036,839100,0.0
414,4312001015,431200,1.89995030644
2412,206023012,20602,0.0
1011,8387001023,838700,5.64217602534
1011,8387001022,838700,4.13601350585
1935,703001007,70300,0.762475049901
1614,7608034002,760803,0.0
413,4803001003,480300,0.0
332,4303003008,430300,5.0061174441
831,6609003025,660900,4.60797385309
1013,3005002006,300500,2.10235206981
1031,8305003015,830500,0.0
324,4304002002,430400,6.2773951133
522,4913001006,491300,4.10338932039
1811,710002000,71000,0.0
522,4913001000,491300,3.28956818919
332,4302001005,430200,8.82649595661
1633,1507003011,150700,4.30882556328
1631,1706002011,170600,0.0
832,6609002002,660900,5.93197931848
1622,1104003022,110400,0.0
1634,1507002010,150700,3.54573389433
815,5604001006,560400,2.08537051289
732,6813002012,681300,10.99209966
1922,603002021,60300,4.35403939017
823,6603011014,660301,6.50439837038
823,6603011015,660301,4.16232846107
2511,1801004000,180100,0.964622641509
1212,2424002014,242400,6.82524423601
1014,8414002003,841400,0.735981308423
233,4105002004,410500,2.9373668693
815,8352001047,835200,3.57975950995
2212,7503003015,750300,1.01151493343
1431,2215001017,221500,3.61215652763
1712,8318004011,831800,3.93739304502
1622,1101002019,110100,0.0
1712,8318001008,831800,1.10030542829
1712,8318005014,831800,0.0
1215,2434001007,243400,3.11917296925
815,5703003013,570300,3.64486703855
1533,2522011006,252201,1.86141962799
1533,2522011004,252201,1.99688800636
1533,2522011002,252201,2.90336000192
1533,2522011001,252201,2.96747638583
1434,2405001023,240500,4.60567370714
812,6403001004,640300,1.04413472706
1922,8319002024,831900,2.10071945284
432,5202002019,520200,0.992483463619
512,4909024014,490902,10.8428352129
631,4402014013,440201,8.65006935302
813,6203001019,620300,2.80198427523
322,6904002027,690400,0.96184482549
322,6904002026,690400,3.09089094928
2411,202004013,20200,0.0
322,6904002022,690400,3.01656242765
1513,8314002033,831400,0.0
334,4313021008,431302,8.33989824848
1431,2214001001,221400,2.58691756272
633,4903001025,490300,1.81032805117
334,4313021006,431302,7.84699354893
512,4910001013,491000,6.91823659641
1112,2312001013,231200,3.16598419378
1434,8310002007,831000,3.48132998609
1434,8310002001,831000,3.57696057364
735,6720002019,672000,4.6469870562
314,4203001002,420300,8.797343378
314,4203001003,420300,9.02837410556
314,4203001005,420300,7.08279320083
314,4203001007,420300,8.88003037398
935,8356002017,835600,2.06374269005
735,6720002013,672000,2.84610826617
735,6720002017,672000,4.03187252094
622,8424002035,842400,1.56557768925
421,4313013013,431301,8.49727566186
421,4313013010,431301,9.86550433053
214,3801001032,380100,6.91512070948
1222,8371002025,837100,0.909090909087
2032,404023002,40402,0.0
1223,8378002020,837800,0.0
1633,1702002009,170200,1.25283412888
1824,801006002,80100,0.0
322,6904003001,690400,4.07618157391
715,6704001029,670400,1.10664062499
322,6904003008,690400,3.85041982945
2222,7114003020,711400,2.07862589479
431,5101002032,510100,0.0
731,6911002007,691100,23.92787196
711,8346003046,834600,0.927137546468
2221,7113002001,711300,0.0
2221,7113002003,711300,0.0
1733,1607004000,160700,2.98883305412
1235,3105001010,310500,2.88330736746
631,4403002015,440300,2.00752586754
324,8418002051,841800,0.981744045957
712,6806002007,680600,5.94685988891
412,4605004018,460500,2.81500850317
1624,1503002015,150300,5.15242009441
2522,1911004000,191100,1.9030077995
611,7105001004,710500,4.0691589439
611,7105001007,710500,4.49743884002
611,7105001000,710500,5.45753923775
611,7105001002,710500,6.41582507351
911,5801001021,580100,3.0937302061
512,5002002020,500200,4.79022764928
911,5801001026,580100,2.67619025008
1222,8370002006,837000,2.10396841466
931,6113001000,611300,0.93731133024
2223,7305001030,730500,4.19398458212
931,6113001007,611300,0.0
1613,1005004006,100500,0.0
132,3301003000,330100,1.42638460289
2512,8316004003,831600,3.26112852666
2512,8316004005,831600,1.25796534377
1124,8370002008,837000,0.971064814819
732,6812003021,681200,5.33044406214
1113,2605001001,260500,1.81592755599
1113,2605001003,260500,2.23483307637
1113,2605001007,260500,0.954766875436
1112,2312004014,231200,1.33773466553
1634,1510012000,151001,1.97437120406
1112,2312004013,231200,0.965007392803
1112,2312004012,231200,2.66898466554
733,6814001012,681400,13.8301334579
1111,8421003008,842100,1.5259469697
1711,1303003009,130300,2.03488663327
922,5808001009,580800,3.57359621059
532,NA,NA,0.0
922,5808001004,580800,3.64967317106
2532,2503001018,250300,0.95432166302
1631,1704001017,170400,0.0
414,8342001011,834200,2.90435786134
2433,301032003,30103,3.82075953449
2512,8315002001,831500,0.897425249171
2512,8315002002,831500,1.99499343439
2521,1902004016,190200,3.86586515633
725,6715003004,671500,2.91628123391
931,6114003010,611400,1.93697048789
931,6114003011,611400,1.93697048789
2534,2306006010,230600,1.0216802168
2521,1902001002,190200,0.0
1434,8324002009,832400,2.71234036072
2521,1902001004,190200,2.61841077782
612,7102005011,710200,3.88496106059
1214,8423002046,842300,2.82846941074
1123,8368001006,836800,1.97948686634
2413,208024017,20802,1.0310766721
2513,2505001008,250500,1.85085870414
931,6115002018,611500,0.0
431,5103001016,510300,1.59556451613
431,5103001014,510300,3.7115318821
431,5103001011,510300,2.39516656275
712,8348002010,834800,5.1837043669
624,6915002012,691500,3.98356885026
712,8348002015,834800,4.35286992353
2423,102022007,10202,2.06251730838
423,4607003008,460700,0.979363674481
423,4607003006,460700,0.979363674481
631,4401012005,440101,11.8409389018
1731,1612002002,161200,1.90324557955
631,4401012003,440101,11.9054926104
912,5907002023,590700,0.841325301195
1612,1002005022,100200,0.0
831,6610005004,661000,4.60797385309
631,4402014005,440201,7.99359824808
314,8344001002,834400,8.12574384751
1221,2431002003,243100,5.6186213157
314,8344001000,834400,8.10790993758
1221,2431002008,243100,4.20459516488
314,8344001009,834400,6.90625631457
1713,1407022000,140702,3.69881512933
2232,4911001011,491100,2.91831369774
432,5204003003,520400,0.0
1522,2519001013,251900,2.88754048619
412,4503001041,450300,3.55009789268
1522,2519001015,251900,2.88754048619
1522,2519001014,251900,2.88754048619
633,4409003002,440900,1.81032805117
1421,2301001025,230100,3.16939123456
1633,1511003000,151100,3.25932000377
812,6404001029,640400,0.0
513,4910005028,491000,4.88158715304
221,8360001000,836000,3.15577944853
433,5206001025,520600,0.0
212,3511001003,351100,2.93164998304
1034,8413002009,841300,2.01995377503
414,4312001008,431200,4.65630285391
2522,2003002009,200300,2.84255684337
414,4312001001,431200,6.75596424931
414,4312001000,431200,10.3352394619
414,4312001007,431200,7.12336497785
2412,206023000,20602,0.0
2033,311002001,31100,0.974999999998
2412,206023006,20602,1.07275362319
1522,2521022003,252102,3.52786577416
423,8339002021,833900,0.941709093252
2412,206023009,20602,0.0
1624,1504021013,150402,3.51933121746
1431,2214003004,221400,2.04383848133
1213,2421003008,242100,7.31377990558
1824,810003000,81000,2.46388028895
831,6609003037,660900,6.35004398883
1822,8422001066,842200,1.42857142857
1031,8305003005,830500,0.0
1822,8422001060,842200,1.08695652174
513,4909011010,490901,8.19635692725
1012,2925001017,292500,1.91354346277
1022,8431001017,843100,4.45965482062
433,5501001067,550100,0.0
1634,1507002001,150700,2.72282962399
1911,502002034,50200,0.0
2524,2207024012,220702,1.77653540033
511,4905002005,490500,2.32071924762
533,5401021053,540102,1.15263748596
1821,804003007,80400,0.0
1021,2912001010,291200,4.46559193621
2511,1801004015,180100,0.908517350164
1021,2912001013,291200,5.53396511588
1132,2609002009,260900,3.64759031698
1132,2609002008,260900,3.72688857332
1133,8430002000,843000,4.69964738895
834,7003021010,700302,0.0
813,6203001005,620300,3.16817656037
1411,2204001001,220400,0.942820635681
934,6120002019,612000,2.78205577346
2212,7505004027,750500,0.0
221,3812002010,381200,1.43548387097
1432,8322002021,832200,2.78577882445
1231,2831002007,283100,1.40516315572
1231,2831002002,283100,0.89405204461
2535,2307004015,230700,2.60369083083
1432,8322002026,832200,2.03208444076
1731,1612002008,161200,2.45615397769
1632,1703003012,170300,1.42708333333
2032,404024006,40402,0.0
1632,1703002013,170300,0.0
1614,1705002005,170500,0.0
1215,2434001019,243400,3.38053506559
1912,319001007,31900,0.840137790248
1712,8318005008,831800,1.01186249193
731,6911004010,691100,43.6721656679
1513,2521011004,252101,1.19491525425
1922,8319001019,831900,3.24014792645
1513,2521011003,252101,3.2239392352
1522,8314002001,831400,1.81517285801
1622,1103001020,110300,1.0725500812
1135,8386002010,838600,0.887968441816
532,5306002012,530600,1.10535117057
2522,2004011003,200401,0.899505766062
2522,2004011000,200401,1.79901153212
811,5611001016,561100,1.14338235294
2522,2004011007,200401,0.0
633,4903001017,490300,0.0
222,3901001008,390100,2.26353220072
1712,1403012002,140301,3.02783868442
1224,8330001050,833000,2.53255181751
1112,2312005015,231200,2.75003429059
915,8397002015,839700,2.87661810958
1011,2909003001,290900,0.982366863907
1011,2909003003,290900,1.16386049309
1613,1005001008,100500,0.0
1021,8415001015,841500,4.46559193621
1011,2909003007,290900,1.06878783976
922,8428006001,842800,3.59863749312
1433,8323001047,832300,2.96090136934
711,8346002014,834600,1.87929318489
735,6720002008,672000,2.90140776799
735,6720002007,672000,4.2736349283
1511,2513005001,251300,0.0
421,4313013009,431301,6.9333916635
923,6302001000,630200,4.02235955935
923,6302001001,630200,1.98911476614
2223,7302023005,730202,5.70377532419
622,8424002040,842400,0.902101241643
421,4313013001,431301,10.3505574144
2223,7304001019,730400,7.70425027091
421,4313013003,431301,9.14410924209
421,4313013002,431301,13.197790692
421,4313013005,431301,12.3325897929
421,4313013006,431301,12.2260700318
113,3204001020,320400,0.0
1033,3011001004,301100,1.92386892346
1033,3011001003,301100,2.15019913654
1222,8371002012,837100,0.927363184083
1922,506002021,50600,2.000491054
421,4314002001,431400,9.10218212768
421,4314002002,431400,12.0036198638
2511,8315001031,831500,0.838709677424
1713,1401002003,140100,1.88290998217
323,6910002005,691000,0.969856970991
1712,1302001020,130200,0.86131840796
322,6904003012,690400,4.96945471239
322,6904003011,690400,3.94768119777
1934,631002002,63100,3.73867083334
2515,1906022032,190602,1.03436207445
623,4403002001,440300,2.04763556952
324,8418002047,841800,3.10497964077
712,6806002019,680600,3.44434768801
914,8411001021,841100,5.25349214305
914,8411001020,841100,4.67197895202
622,7109002024,710900,0.0
1624,1505022005,150502,3.74052967823
414,4605004001,460500,1.00541271989
433,5502001051,550200,0.221854304636
614,7105001013,710500,3.81733950387
414,4605004008,460500,2.29518077047
614,7105001011,710500,3.81733950387
621,7102002007,710200,6.84100562851
911,5801001017,580100,1.64683710056
2514,1907012002,190701,0.0
1731,1611001000,161100,1.76183087663
1124,8370002016,837000,2.16487455198
832,6608001007,660800,3.95588237177
832,6608001001,660800,1.91571185184
1413,2211001015,221100,1.95374449339
323,6910003000,691000,2.8728673155
825,6606002002,660600,1.98557914168
614,7112001004,711200,4.05913022946
1711,1303003011,130300,0.963435374133
1711,1303003017,130300,0.984297236996
2523,2001001008,200100,1.8258577782
1924,621003009,62100,2.87840106531
1212,2423001001,242300,12.0482058783
2412,207021003,20702,1.99219851581
922,5808001012,580800,1.89565304415
835,7001001009,700100,1.01957700651
1631,1704001009,170400,0.0
423,4805003047,480500,0.940549890753
432,5201001043,520100,0.0
835,7001001002,700100,1.98090794178
1011,8387002008,838700,4.11316562176
933,6111001012,611100,2.63704154349
933,6111001011,611100,1.68017732742
2013,305003001,30500,3.96247863761
723,6810002004,681000,3.98702271013
1011,8387002006,838700,4.08764499153
813,6502005004,650200,1.09254143647
2423,104002004,10400,0.0
924,6104001005,610400,1.04888888889
1532,2516002006,251600,0.990380103237
124,8419002029,841900,1.75
931,6114003001,611400,1.92881589165
1532,2516002009,251600,0.99635036496
931,6114003008,611400,2.01682123353
612,7102005006,710200,3.28372394398
233,4105001002,410500,3.69730487096
612,7102005000,710200,5.17983907558
732,6813003002,681300,13.053426788
825,6606001012,660600,1.98882324877
913,6006001006,600600,3.0994638626
712,8348002009,834800,5.33077089501
913,6006001002,600600,2.09820981307
711,8348002006,834800,1.96353669411
711,8348002005,834800,3.3811774723
1213,2421002014,242100,7.33557844735
2535,2304002014,230400,1.04084158416
831,6610005012,661000,4.60797385309
1434,8322003009,832200,3.88570532164
2412,206023014,20602,0.0
631,4401024005,440102,9.78842248394
314,8344001010,834400,8.34479096104
1114,2602001013,260200,1.24999999999
1713,1407011000,140701,1.88290998217
631,4401024003,440102,9.84456853022
331,8439004000,843900,6.35997864431
331,8439004001,843900,5.04590196751
814,5607001014,560700,1.18845315904
1713,1408005004,140800,0.0
1713,1408005005,140800,2.83333333334
1925,608003000,60800,3.90808135087
633,4409003013,440900,3.28081985444
533,5401014011,540101,0.0
2011,208014018,20801,0.0
1034,8413002017,841300,0.0
2515,1907023001,190702,0.91256157636
1724,1605022017,160502,-15.0457360559
2011,208014013,20801,1.0392568175
1811,8325002022,832500,0.0
1921,509001013,50900,0.0
612,7107002006,710700,4.07813696053
2223,7304001000,730400,2.35108121416
934,6119001031,611900,2.81253016111
1121,2311001010,231100,1.63161166365
1213,2421003018,242100,4.28392411608
412,8343004007,834300,0.924684804246
1012,2925001008,292500,1.91354346277
131,8410001040,841000,4.22011849569
823,6604003000,660400,2.08491680273
832,6609002020,660900,3.25192822055
1021,2912001009,291200,5.42174620057
413,4701002042,470100,2.3063606157
2525,2209021015,220902,2.05915747065
923,6304003009,630400,1.05096566523
834,7003021005,700302,0.0
923,6304003004,630400,0.0
1621,1101001007,110100,0.0
834,7003021003,700302,0.0
2424,102012003,10201,3.14804537762
934,6120002003,612000,0.0
934,6120002002,612000,0.0
1432,8322002011,832200,2.94131202823
2535,2307001017,230700,6.85511865612
434,8388002050,838800,2.0693069307
434,8388002054,838800,3.78244206775
433,5502002027,550200,0.0
1713,8318005032,831800,1.05135951662
2535,2307003002,230700,2.10036539368
815,8352001038,835200,5.52386218333
1431,2215002006,221500,2.65390231314
1215,2434001025,243400,2.76498391604
1431,2215002005,221500,2.06184855097
1915,321005006,32100,4.26865667272
1915,321005002,32100,3.82429866906
1931,626001023,62600,0.0
2233,4912001020,491200,3.08512758712
1531,2511003003,251100,4.07877300958
2533,2508001000,250800,2.87287276832
212,3514001001,351400,0.0
1633,1506003011,150600,3.2538243615
1633,1506003013,150600,2.19948865589
213,3406001000,340600,1.01948051948
1622,1103001031,110300,1.00612201816
1135,8386002004,838600,1.69411132516
815,5702001048,570200,2.97329723325
531,4914002016,491400,4.7167620022
2212,7207002017,720700,1.23800815555
2212,7207002016,720700,2.3641188096
2031,403003005,40300,1.99867256637
2525,2209013000,220901,2.05519412191
222,3902001005,390200,1.03043300653
1612,1003004023,100300,0.0
1712,1403022006,140302,2.05541795666
1712,1403022007,140302,2.07596452885
922,8428002007,842800,3.34445157606
2423,103004012,10300,3.36995919653
711,8346002003,834600,0.0
711,8346002004,834600,3.58025528037
711,8346001027,834600,4.391598289
2433,301023002,30102,5.26445698611
1723,1604002016,160400,1.00284090911
1921,511001007,51100,0.938018018018
1723,1604002015,160400,0.0
1921,511001009,51100,0.938018018018
524,5304002032,530400,0.0
1733,1607005005,160700,1.70328223165
2412,206022008,20602,0.0
1733,1607005008,160700,5.50303728929
1633,1702002021,170200,1.13965730801
2413,209022011,20902,0.965786094294
1732,1609001017,160900,0.0810810810821
632,4408001011,440800,4.42641504603
1732,1609001013,160900,0.942477876109
921,5805023018,580502,2.03899707222
1935,702003002,70200,1.07653457654
914,8411001018,841100,5.10574531486
914,8411001019,841100,5.13856122372
914,8411001013,841100,5.15188534012
1413,2206012001,220601,2.95051243299
331,4301023000,430102,6.03306264249
911,5801001003,580100,2.08576839827
1225,8380002035,838000,0.0
212,8396001003,839600,1.73108607986
212,8396001001,839600,1.73108607986
2012,401003006,40100,0.0
1431,8309002006,830900,0.975806451618
922,5807001003,580700,3.8453897448
1031,3018033003,301803,0.0
825,6606002014,660600,2.05350185352
1532,2518001003,251800,1.08162490509
1532,2518001004,251800,0.0
1533,2518001009,251800,1.82809462861
2523,2104002004,210400,0.902564102562
614,7112001017,711200,1.89761306533
1033,8435001019,843500,2.47086010875
935,8438001025,843800,1.69230769231
2413,207021012,20702,0.868952399532
2523,2001001013,200100,1.87643249084
331,4301014001,430101,6.99126659536
1222,8371001008,837100,0.927363184083
331,4301014002,430101,6.02915205791
331,4301014004,430101,7.99435741767
331,4301014006,430101,8.03741235693
813,6502001001,650200,2.19628783416
513,4910002008,491000,7.13327929992
1033,8435001041,843500,0.0
833,6505003021,650500,0.0
1722,1602001007,160200,0.0
1933,628003003,62800,3.11913450095
1722,1602001000,160200,0.990179333904
931,6115002030,611500,1.05770513676
1532,2516003011,251600,0.761235955057
712,6805002029,680500,5.74801555124
825,6606001007,660600,1.03210431655
2532,2503001021,250300,1.37566997764
1413,2211001003,221100,0.976872246695
1413,2211001000,221100,1.86870898139
331,4201001004,420100,0.0
331,4301022003,430102,8.0633427834
1213,2421002000,242100,5.7187599467
331,4301022007,430102,7.9195838531
1021,2912002002,291200,4.1075554728
2422,102021005,10202,2.76666751662
1122,2601001010,260100,0.887242268039
2433,303001007,30300,2.02474373049
2422,102021000,10202,2.08970121382
2411,202001012,20200,0.0
424,4607002001,460700,2.12052643364
424,4607002002,460700,2.16018727499
1533,2518005016,251800,0.923826934796
1622,1504011018,150401,3.83258763838
831,6610004005,661000,6.35004398883
1832,811002002,81100,3.54464285714
933,6110001020,611000,1.68017732742
1424,2415003003,241500,3.83038126843
511,4905001013,490500,2.87595759264
814,5607001000,560700,2.19809038418
1424,2412001011,241200,8.32686603137
814,5607001006,560700,0.0
1424,2412001012,241200,9.15410312505
1422,2309001004,230900,4.24985596432
1422,2309001007,230900,2.89029271365
512,4909021012,490902,9.42411421341
2223,7115001039,711500,0.0
1522,2519004007,251900,0.852080394922
1523,2519004005,251900,1.04537205081
432,5204002004,520400,0.0
633,4409002009,440900,2.0274173432
932,6116002015,611600,0.0
932,6116002014,611600,0.0
1915,321002004,32100,4.13795881889
633,4409002005,440900,2.0274173432
231,4003001021,400300,1.45035460993
2411,204003008,20400,0.0
1711,1203002008,120300,0.0
1924,621002006,62100,3.72525694802
834,7004013013,700401,1.82603938082
412,8343004019,834300,1.67969872213
834,7004011000,700401,1.04107609743
834,7004012029,700401,1.93719266767
1731,1510024003,151002,0.880915438316
1731,1510024002,151002,0.880915438316
321,4207002008,420700,4.98047659668
913,8402001054,840200,4.27456231779
2521,1908005014,190800,0.838629592846
322,6904001010,690400,3.07329792294
835,7001001012,700100,2.11701754066
1022,8431001030,843100,3.43260787313
1914,8307002002,830700,3.40619658123
334,4307001005,430700,6.98193744029
2211,7404003012,740400,0.0
633,4406001027,440600,0.0
511,5001001018,500100,0.0
1214,2435002040,243500,1.52953272828
1133,8430002029,843000,3.89254778306
923,6304003012,630400,1.05096566523
2424,102012014,10201,3.04509155246
432,5201001036,520100,1.00418410042
2535,2307001009,230700,3.21501033568
2424,102012011,10201,3.14804537762
1411,2204002005,220400,2.04883549867
1632,1710006016,171000,2.02753759397
2521,2001003021,200100,1.0241265998
2411,201001022,20100,0.0
1511,2513004004,251300,0.962877030162
814,5603002005,560300,3.00955625598
522,5305011017,530501,0.964066193852
1712,1404002003,140400,2.01492826862
1031,3018033006,301803,1.27647058827
1712,1404002004,140400,2.01492826862
611,7105004010,710500,4.57089616013
1712,1404002009,140400,2.89991323724
1611,901003017,90100,1.15708418891
2222,7302015001,730201,1.94764087618
2222,7302015002,730201,1.94764087618
1032,3016001010,301600,0.0
1032,3016001011,301600,3.55958850931
2533,2508001014,250800,3.67873357418
2521,1902003014,190200,0.955294448086
213,3514001015,351400,0.0
831,6605002007,660500,2.99505998072
815,5702001010,570200,0.905526573209
1411,2107001016,210700,1.97486487169
1712,1403011005,140301,3.03268855688
2515,1912001014,191200,0.937619961621
532,5306002033,530600,0.930034129689
531,4914002022,491400,3.7951225551
431,5101001012,510100,0.0
1213,2420002017,242000,2.07258168256
532,5306003032,530600,0.0
1432,2216002016,221600,1.99532560471
1432,2216002017,221600,3.79011903069
2031,403003016,40300,3.56253006253
831,6608002002,660800,2.98147548536
1732,1608003007,160800,2.51315789473
915,3405001033,340500,2.02128477625
1623,1105022005,110502,0.0
632,4402021016,440202,7.44022266799
912,5905001001,590500,1.9421620776
913,8397001004,839700,3.01640606816
321,4212001009,421200,6.1172028299
1432,8323001020,832300,2.42507194551
913,8397001000,839700,4.19409542308
1115,2607001009,260700,2.98930481283
1115,2607001000,260700,2.00259067357
