,community_area,block,days_from_end,X600,knox600,p.value,X1200,knox1200,p.value.1,X1800,knox1800,p.value.2,X2400,knox2400,p.value.3,X3000,knox3000,p.value.4,expected_value_600,expected_value_1200,expected_value_1800,expected_value_2400,expected_value_3000,Score
31195,50,5002001002,t-14,0,1.733649662,0.01,0,0.736676232,0.01,1,0.833436341,0.01,0,0.904615247,0.02,1,0.991181727,1,0,0,0.833436341,0,0.991181727,1.82
31571,50,5001001005,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
31572,50,5001001005,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
31573,50,5001001005,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
31574,50,5001001005,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
31575,50,5001001005,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
32766,50,5001001007,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
32767,50,5001001007,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,1,0.99806051,1,0,0,0,0,0.99806051,1.00
32768,50,5001001007,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
32769,50,5001001007,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
32770,50,5001001007,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
37601,50,5003002014,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
37602,50,5003002014,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
37603,50,5003002014,t-8,0,1.701830737,0.01,0,0.888154675,0.01,3,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,2.769267561,0,0,2.77
37604,50,5003002014,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
37605,50,5003002014,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
37981,50,5001003025,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
37982,50,5001003025,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
37983,50,5001003025,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
37984,50,5001003025,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
37985,50,5001003025,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
38521,50,5002002017,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,1,0.49626506,0.22,0,0.418348624,1,0,0,0,0.49626506,0,0.50
38522,50,5002002017,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
38523,50,5002002017,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
38524,50,5002002017,t-11,0,1.630250706,0.01,1,0.820635654,0.01,0,0.883219081,0.01,1,0.935847598,0.07,0,0.994493539,1,0,0.820635654,0,0.935847598,0,1.76
38525,50,5002002017,t-14,0,1.733649662,0.01,0,0.736676232,0.01,1,0.833436341,0.01,1,0.904615247,0.02,1,0.991181727,1,0,0,0.833436341,0.904615247,0.991181727,2.73
40931,50,5003001007,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
40932,50,5003001007,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
40933,50,5003001007,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,2,0.953866933,0.06,1,0.996738996,1,0,0,0,1.907733866,0.996738996,2.90
40934,50,5003001007,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
40935,50,5003001007,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,1,0.991181727,1,0,0,0,0,0.991181727,0.99
42286,50,5002001007,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,1,0.49626506,0.22,2,0.418348624,1,0,0,0,0.49626506,0.836697248,1.33
42287,50,5002001007,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
42288,50,5002001007,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,1,0.953866933,0.06,0,0.996738996,1,0,0,0,0.953866933,0,0.95
42289,50,5002001007,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,2,0.935847598,0.07,1,0.994493539,1,0,0,0,1.871695196,0.994493539,2.87
42290,50,5002001007,t-14,1,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,1,0.904615247,0.02,1,0.991181727,1,1.73,0,0,0.904615247,0.991181727,3.63
45001,50,5001003003,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
45002,50,5001003003,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,1,0.99806051,1,0,0,0,0,0.99806051,1.00
45003,50,5001003003,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
45004,50,5001003003,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
45005,50,5001003003,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
45641,50,5001001018,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
45642,50,5001001018,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,1,0.99806051,1,0,0,0,0,0.99806051,1.00
45643,50,5001001018,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
45644,50,5001001018,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
45645,50,5001001018,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
45721,50,5002001023,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,1,0.418348624,1,0,0,0,0,0.418348624,0.42
45722,50,5002001023,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
45723,50,5002001023,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
45724,50,5002001023,t-11,0,1.630250706,0.01,0,0.820635654,0.01,1,0.883219081,0.01,0,0.935847598,0.07,1,0.994493539,1,0,0,0.883219081,0,0.994493539,1.88
45725,50,5002001023,t-14,0,1.733649662,0.01,0,0.736676232,0.01,1,0.833436341,0.01,0,0.904615247,0.02,1,0.991181727,1,0,0,0.833436341,0,0.991181727,1.82
47451,50,5002001006,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,2,0.418348624,1,0,0,0,0,0.836697248,0.84
47452,50,5002001006,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
47453,50,5002001006,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,1,0.953866933,0.06,0,0.996738996,1,0,0,0,0.953866933,0,0.95
47454,50,5002001006,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,3,0.994493539,1,0,0,0,0,2.983480617,2.98
47455,50,5002001006,t-14,0,1.733649662,0.01,1,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,2,0.991181727,1,0,0.736676232,0,0,1.982363454,2.72
47461,50,5001002013,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
47462,50,5001002013,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
47463,50,5001002013,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
47464,50,5001002013,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
47465,50,5001002013,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
48016,50,5001003008,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
48017,50,5001003008,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
48018,50,5001003008,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
48019,50,5001003008,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
48020,50,5001003008,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
49206,50,5002001005,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,1,0.418348624,1,0,0,0,0,0.418348624,0.42
49207,50,5002001005,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
49208,50,5002001005,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,1,0.996738996,1,0,0,0,0,0.996738996,1.00
49209,50,5002001005,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,1,0.994493539,1,0,0,0,0,0.994493539,0.99
49210,50,5002001005,t-14,0,1.733649662,0.01,1,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,1,0.991181727,1,0,0.736676232,0,0,0.991181727,1.73
49846,50,5001003004,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
49847,50,5001003004,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
49848,50,5001003004,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
49849,50,5001003004,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
49850,50,5001003004,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
52576,50,5001001011,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
52577,50,5001001011,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
52578,50,5001001011,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
52579,50,5001001011,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
52580,50,5001001011,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
53086,50,5002002019,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,1,0.49626506,0.22,0,0.418348624,1,0,0,0,0.49626506,0,0.50
53087,50,5002002019,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
53088,50,5002002019,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
53089,50,5002002019,t-11,1,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,1,0.935847598,0.07,0,0.994493539,1,1.63,0,0,0.935847598,0,2.57
53090,50,5002002019,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,2,0.904615247,0.02,1,0.991181727,1,0,0,0,1.809230494,0.991181727,2.80
55616,50,5002002021,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,1,0.49626506,0.22,1,0.418348624,1,0,0,0,0.49626506,0.418348624,0.91
55617,50,5002002021,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
55618,50,5002002021,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
55619,50,5002002021,t-11,1,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,1,0.935847598,0.07,0,0.994493539,1,1.63,0,0,0.935847598,0,2.57
55620,50,5002002021,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,2,0.904615247,0.02,1,0.991181727,1,0,0,0,1.809230494,0.991181727,2.80
56281,50,5002002007,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
56282,50,5002002007,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
56283,50,5002002007,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,1,0.996738996,1,0,0,0,0,0.996738996,1.00
56284,50,5002002007,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,1,0.935847598,0.07,0,0.994493539,1,0,0,0,0.935847598,0,0.94
56285,50,5002002007,t-14,0,1.733649662,0.01,0,0.736676232,0.01,1,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0.833436341,0,0,0.83
56946,50,5001003001,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
56947,50,5001003001,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,1,0.99806051,1,0,0,0,0,0.99806051,1.00
56948,50,5001003001,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
56949,50,5001003001,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
56950,50,5001003001,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
58441,50,5001001020,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
58442,50,5001001020,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
58443,50,5001001020,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
58444,50,5001001020,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
58445,50,5001001020,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
58496,50,5001002018,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
58497,50,5001002018,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
58498,50,5001002018,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
58499,50,5001002018,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
58500,50,5001002018,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
58676,50,5003001011,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
58677,50,5003001011,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
58678,50,5003001011,t-8,0,1.701830737,0.01,0,0.888154675,0.01,1,0.923089187,0.01,2,0.953866933,0.06,0,0.996738996,1,0,0,0.923089187,1.907733866,0,2.83
58679,50,5003001011,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
58680,50,5003001011,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,1,0.991181727,1,0,0,0,0,0.991181727,0.99
60256,50,5001002020,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
60257,50,5001002020,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
60258,50,5001002020,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
60259,50,5001002020,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
60260,50,5001002020,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
60906,50,5001003014,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
60907,50,5001003014,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
60908,50,5001003014,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
60909,50,5001003014,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
60910,50,5001003014,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
62006,50,5002001021,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,1,0.49626506,0.22,1,0.418348624,1,0,0,0,0.49626506,0.418348624,0.91
62007,50,5002001021,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
62008,50,5002001021,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,1,0.996738996,1,0,0,0,0,0.996738996,1.00
62009,50,5002001021,t-11,0,1.630250706,0.01,0,0.820635654,0.01,1,0.883219081,0.01,1,0.935847598,0.07,1,0.994493539,1,0,0,0.883219081,0.935847598,0.994493539,2.81
62010,50,5002001021,t-14,0,1.733649662,0.01,0,0.736676232,0.01,1,0.833436341,0.01,1,0.904615247,0.02,1,0.991181727,1,0,0,0.833436341,0.904615247,0.991181727,2.73
64896,50,5003001005,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
64897,50,5003001005,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
64898,50,5003001005,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,1,0.953866933,0.06,1,0.996738996,1,0,0,0,0.953866933,0.996738996,1.95
64899,50,5003001005,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,1,0.994493539,1,0,0,0,0,0.994493539,0.99
64900,50,5003001005,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,1,0.904615247,0.02,0,0.991181727,1,0,0,0,0.904615247,0,0.90
68251,50,5001003010,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
68252,50,5001003010,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
68253,50,5001003010,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
68254,50,5001003010,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
68255,50,5001003010,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
68826,50,5002001000,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,1,0.418348624,1,0,0,0,0,0.418348624,0.42
68827,50,5002001000,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
68828,50,5002001000,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
68829,50,5002001000,t-11,0,1.630250706,0.01,0,0.820635654,0.01,1,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0.883219081,0,0,0.88
68830,50,5002001000,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,1,0.904615247,0.02,0,0.991181727,1,0,0,0,0.904615247,0,0.90
72486,50,5001002019,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
