,community_area,block,days_from_end,X600,knox600,p.value,X1200,knox1200,p.value.1,X1800,knox1800,p.value.2,X2400,knox2400,p.value.3,X3000,knox3000,p.value.4,expected_value_600,expected_value_1200,expected_value_1800,expected_value_2400,expected_value_3000,Score
117393,50,5002001009,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,1,0.953866933,0.06,0,0.996738996,1,0,0,0,0.953866933,0,0.95
117394,50,5002001009,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,2,0.994493539,1,0,0,0,0,1.988987078,1.99
117395,50,5002001009,t-14,0,1.733649662,0.01,1,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,2,0.991181727,1,0,0.736676232,0,0,1.982363454,2.72
118426,50,5003001015,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
118427,50,5003001015,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
118428,50,5003001015,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,3,0.953866933,0.06,0,0.996738996,1,0,0,0,2.861600799,0,2.86
118429,50,5003001015,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
118430,50,5003001015,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
119031,50,5001001021,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
119032,50,5001001021,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
119033,50,5001001021,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
119034,50,5001001021,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
119035,50,5001001021,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
119236,50,5003002003,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
119237,50,5003002003,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
119238,50,5003002003,t-8,0,1.701830737,0.01,0,0.888154675,0.01,1,0.923089187,0.01,2,0.953866933,0.06,0,0.996738996,1,0,0,0.923089187,1.907733866,0,2.83
119239,50,5003002003,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
119240,50,5003002003,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,1,0.991181727,1,0,0,0,0,0.991181727,0.99
121846,50,5003001006,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
121847,50,5003001006,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
121848,50,5003001006,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,1,0.953866933,0.06,2,0.996738996,1,0,0,0,0.953866933,1.993477992,2.95
121849,50,5003001006,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,1,0.994493539,1,0,0,0,0,0.994493539,0.99
121850,50,5003001006,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,1,0.904615247,0.02,0,0.991181727,1,0,0,0,0.904615247,0,0.90
123936,50,5003002009,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
123937,50,5003002009,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
123938,50,5003002009,t-8,0,1.701830737,0.01,0,0.888154675,0.01,3,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,2.769267561,0,0,2.77
123939,50,5003002009,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
123940,50,5003002009,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
125266,50,5002002009,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,1,0.49626506,0.22,1,0.418348624,1,0,0,0,0.49626506,0.418348624,0.91
125267,50,5002002009,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
125268,50,5002002009,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
125269,50,5002002009,t-11,1,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,1,0.935847598,0.07,1,0.994493539,1,1.63,0,0,0.935847598,0.994493539,3.56
125270,50,5002002009,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,3,0.904615247,0.02,0,0.991181727,1,0,0,0,2.713845741,0,2.71
125626,50,5001001003,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
125627,50,5001001003,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
125628,50,5001001003,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
125629,50,5001001003,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
125630,50,5001001003,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
128046,50,5002001016,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,1,0.49626506,0.22,1,0.418348624,1,0,0,0,0.49626506,0.418348624,0.91
128047,50,5002001016,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
128048,50,5002001016,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,1,0.996738996,1,0,0,0,0,0.996738996,1.00
128049,50,5002001016,t-11,0,1.630250706,0.01,0,0.820635654,0.01,1,0.883219081,0.01,1,0.935847598,0.07,1,0.994493539,1,0,0,0.883219081,0.935847598,0.994493539,2.81
128050,50,5002001016,t-14,0,1.733649662,0.01,1,0.736676232,0.01,0,0.833436341,0.01,1,0.904615247,0.02,1,0.991181727,1,0,0.736676232,0,0.904615247,0.991181727,2.63
128096,50,5001001017,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
128097,50,5001001017,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,1,0.99806051,1,0,0,0,0,0.99806051,1.00
128098,50,5001001017,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
128099,50,5001001017,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
128100,50,5001001017,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
131451,50,5001002008,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
131452,50,5001002008,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
131453,50,5001002008,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
131454,50,5001002008,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
131455,50,5001002008,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
132786,50,5003002015,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
132787,50,5003002015,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
132788,50,5003002015,t-8,0,1.701830737,0.01,1,0.888154675,0.01,2,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0.888154675,1.846178374,0,0,2.73
132789,50,5003002015,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
132790,50,5003002015,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
135261,50,5003002024,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
135262,50,5003002024,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
135263,50,5003002024,t-8,0,1.701830737,0.01,0,0.888154675,0.01,3,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,2.769267561,0,0,2.77
135264,50,5003002024,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
135265,50,5003002024,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
135746,50,5003002029,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
135747,50,5003002029,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
135748,50,5003002029,t-8,0,1.701830737,0.01,2,0.888154675,0.01,1,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,1.77630935,0.923089187,0,0,2.70
135749,50,5003002029,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
135750,50,5003002029,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
135961,50,5001003015,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
135962,50,5001003015,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
135963,50,5001003015,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
135964,50,5001003015,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
135965,50,5001003015,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
138751,50,5001004031,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
138752,50,5001004031,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
138753,50,5001004031,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,1,0.953866933,0.06,0,0.996738996,1,0,0,0,0.953866933,0,0.95
138754,50,5001004031,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,1,0.994493539,1,0,0,0,0,0.994493539,0.99
138755,50,5001004031,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,1,0.904615247,0.02,0,0.991181727,1,0,0,0,0.904615247,0,0.90
141176,50,5002002015,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,1,0.49626506,0.22,0,0.418348624,1,0,0,0,0.49626506,0,0.50
141177,50,5002002015,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
141178,50,5002002015,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
141179,50,5002002015,t-11,0,1.630250706,0.01,1,0.820635654,0.01,0,0.883219081,0.01,1,0.935847598,0.07,0,0.994493539,1,0,0.820635654,0,0.935847598,0,1.76
141180,50,5002002015,t-14,0,1.733649662,0.01,0,0.736676232,0.01,1,0.833436341,0.01,1,0.904615247,0.02,0,0.991181727,1,0,0,0.833436341,0.904615247,0,1.74
142176,50,5001002009,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
142177,50,5001002009,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
142178,50,5001002009,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
142179,50,5001002009,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
142180,50,5001002009,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
142881,50,5002001017,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,1,0.49626506,0.22,1,0.418348624,1,0,0,0,0.49626506,0.418348624,0.91
142882,50,5002001017,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
142883,50,5002001017,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,1,0.996738996,1,0,0,0,0,0.996738996,1.00
142884,50,5002001017,t-11,0,1.630250706,0.01,0,0.820635654,0.01,1,0.883219081,0.01,0,0.935847598,0.07,2,0.994493539,1,0,0,0.883219081,0,1.988987078,2.87
142885,50,5002001017,t-14,0,1.733649662,0.01,1,0.736676232,0.01,0,0.833436341,0.01,1,0.904615247,0.02,1,0.991181727,1,0,0.736676232,0,0.904615247,0.991181727,2.63
143151,50,5001004007,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
143152,50,5001004007,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
143153,50,5001004007,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
143154,50,5001004007,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
143155,50,5001004007,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
145036,50,5001001008,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
145037,50,5001001008,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
145038,50,5001001008,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
145039,50,5001001008,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
145040,50,5001001008,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
146176,50,5003002004,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
146177,50,5003002004,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
146178,50,5003002004,t-8,0,1.701830737,0.01,0,0.888154675,0.01,1,0.923089187,0.01,1,0.953866933,0.06,1,0.996738996,1,0,0,0.923089187,0.953866933,0.996738996,2.87
146179,50,5003002004,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
146180,50,5003002004,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,1,0.904615247,0.02,0,0.991181727,1,0,0,0,0.904615247,0,0.90
146181,50,5001003005,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
146182,50,5001003005,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
146183,50,5001003005,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
146184,50,5001003005,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
146185,50,5001003005,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
147111,50,5003001016,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
147112,50,5003001016,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
147113,50,5003001016,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,3,0.996738996,1,0,0,0,0,2.990216988,2.99
147114,50,5003001016,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
147115,50,5003001016,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
148261,50,5003001008,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
148262,50,5003001008,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
148263,50,5003001008,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,1,0.953866933,0.06,2,0.996738996,1,0,0,0,0.953866933,1.993477992,2.95
148264,50,5003001008,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
148265,50,5003001008,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,1,0.991181727,1,0,0,0,0,0.991181727,0.99
149661,50,5001002010,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
149662,50,5001002010,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
149663,50,5001002010,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
149664,50,5001002010,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
149665,50,5001002010,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
151276,50,5001004016,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
151277,50,5001004016,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
151278,50,5001004016,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
151279,50,5001004016,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
151280,50,5001004016,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,1,0.991181727,1,0,0,0,0,0.991181727,0.99
151896,50,5003002013,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
151897,50,5003002013,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
151898,50,5003002013,t-8,0,1.701830737,0.01,1,0.888154675,0.01,2,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0.888154675,1.846178374,0,0,2.73
151899,50,5003002013,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
151900,50,5003002013,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,1,0.904615247,0.02,1,0.991181727,1,0,0,0,0.904615247,0.991181727,1.90
151996,50,5001003002,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
151997,50,5001003002,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
151998,50,5001003002,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
151999,50,5001003002,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
152000,50,5001003002,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00
152786,50,5001003007,t-2,0,1.66298078,0.01,0,0.54064677,0.01,0,0.443545898,0.01,0,0.49626506,0.22,0,0.418348624,1,0,0,0,0,0,0.00
152787,50,5001003007,t-5,0,1.621756736,0.01,0,1.008875299,0.01,0,0.978677186,0.01,0,0.976901365,0.19,0,0.99806051,1,0,0,0,0,0,0.00
152788,50,5001003007,t-8,0,1.701830737,0.01,0,0.888154675,0.01,0,0.923089187,0.01,0,0.953866933,0.06,0,0.996738996,1,0,0,0,0,0,0.00
152789,50,5001003007,t-11,0,1.630250706,0.01,0,0.820635654,0.01,0,0.883219081,0.01,0,0.935847598,0.07,0,0.994493539,1,0,0,0,0,0,0.00
152790,50,5001003007,t-14,0,1.733649662,0.01,0,0.736676232,0.01,0,0.833436341,0.01,0,0.904615247,0.02,0,0.991181727,1,0,0,0,0,0,0.00